objectid,title,creator,date,description,subject,location,latitude,longitude,source,display_template,type,format,language,rights,rightsstatement,filename,identifier,object_location,image_small,image_thumb
col008_mp_170,Gene Hiner Name Tag,Gene Hiner Family,1954,"Gene Hiner name tag, which could have been used any time during his 1954-1973 police officer career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_163.jpg,col008_meridianpolice_163,objects/col008_meridianpolice_163.jpg,objects/small/col008_meridianpolice_163_sm.jpg,objects/thumbs/col008_meridianpolice_163_th.jpg
col008_mp_171,Gene Hiner Name Engraved Lighter,Gene Hiner Family,1954,"Gene Hiner engraved lighter, which could have been used any time during his 1954-1973 police officer career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_164.jpg,col008_meridianpolice_164,objects/col008_meridianpolice_164.jpg,objects/small/col008_meridianpolice_164_sm.jpg,objects/thumbs/col008_meridianpolice_164_th.jpg
col008_mp_172,Gene Hiner Tiny Lighter,Gene Hiner Family,1954,"Gene Hiner tiny lighter, which could have been used anyime during his 1954-1973 police officer career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_165.jpg,col008_meridianpolice_165,objects/col008_meridianpolice_165.jpg,objects/small/col008_meridianpolice_165_sm.jpg,objects/thumbs/col008_meridianpolice_165_th.jpg
col008_mp_173,Gene Hiner MPD Collar Pin,Gene Hiner Family,1963,"Gene Hiner MPD collar pin, the first part of his MPD collar pin set. The matching collar pin says ""Chief."" The MPD and Chief pins would be pined, one on each side of the shirt collar. Hiner would have worn this between 1963-1973. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_166.jpg,col008_meridianpolice_166,objects/col008_meridianpolice_166.jpg,objects/small/col008_meridianpolice_166_sm.jpg,objects/thumbs/col008_meridianpolice_166_th.jpg
col008_mp_174,Gene Hiner Chief Collar Pin,Gene Hiner Family,1963,"Gene Hiner Chief collar pin, the second part of his MPD collar pin set. The matching collar pin says ""MPD."" The MPD and Chief pins would be pined, one on each side of the shirt collar. Hiner would have worn this between 1963-1973. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_167.jpg,col008_meridianpolice_167,objects/col008_meridianpolice_167.jpg,objects/small/col008_meridianpolice_167_sm.jpg,objects/thumbs/col008_meridianpolice_167_th.jpg
col008_mp_175,Gene Hiner Ada County Deputy Sheriff Patch,Gene Hiner Family,1958,"Gene Hiner Ada County Deputy Sheriff patch, from when Hiner served as a Deputy Sheriff in 1958. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_168.jpg,col008_meridianpolice_168,objects/col008_meridianpolice_168.jpg,objects/small/col008_meridianpolice_168_sm.jpg,objects/thumbs/col008_meridianpolice_168_th.jpg
col008_mp_176,"Gene Hiner Knife, Sheath, and Handcuffs ",Gene Hiner Family,1954,"Gene Hiner knife, sheath, and handcuffs, which could have been used at anytime during his 1954-1973 police career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_169.jpg,col008_meridianpolice_169,objects/col008_meridianpolice_169.jpg,objects/small/col008_meridianpolice_169_sm.jpg,objects/thumbs/col008_meridianpolice_169_th.jpg
col008_mp_177,Gene Hiner Handcuff Key and Baton Sheath,Gene Hiner Family,1954,"Gene Hiner handcuff key and baton sheath, which could have been used at anytime during his 1954-1973 police career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_170.jpg,col008_meridianpolice_170,objects/col008_meridianpolice_170.jpg,objects/small/col008_meridianpolice_170_sm.jpg,objects/thumbs/col008_meridianpolice_170_th.jpg
col008_mp_178,Gene Hiner Police Whistle,Gene Hiner Family,1954,"Gene Hine police whistle, which could have been used at anytime during his 1954-1973 police career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_171.jpg,col008_meridianpolice_171,objects/col008_meridianpolice_171.jpg,objects/small/col008_meridianpolice_171_sm.jpg,objects/thumbs/col008_meridianpolice_171_th.jpg
col008_mp_179,"Gene Hiner Baton, Miranda Card, Name Tag, and Flag Patch",Gene Hiner Family,1954,"Gene Hiner police baton, Miranda Rights card, name tag, and flag patch. Most of these items could have been used at any point in Hiner's police career (1954-1973), except for the Miranda Warning card. Miranda Rights developed out of the 1966 United States Supreme Court case, Miranda v. Arizona. This means that Hiner was Meridian Police Chief at the introduction of Miranda Rights.  Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_172.jpg,col008_meridianpolice_172,objects/col008_meridianpolice_172.jpg,objects/small/col008_meridianpolice_172_sm.jpg,objects/thumbs/col008_meridianpolice_172_th.jpg
col008_mp_180,Gene Hiner Police Buttons,Gene Hiner Family,1954,"Gene Hiner police buttons, which could have been used at anytime during his 1954-1973 police career. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_173.jpg,col008_meridianpolice_173,objects/col008_meridianpolice_173.jpg,objects/small/col008_meridianpolice_173_sm.jpg,objects/thumbs/col008_meridianpolice_173_th.jpg
col008_mp_181,Gene Hiner Police Chief Door Plate,Gene Hiner Family,1963,"Gene Hiner Police Chief door plate, which would have been used during Hiner's 1963-1973 service as Meridian Police Chief. Part of the Gene Hiner Police Career Display presented to the MPD by Gene Hiner's family. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_174.jpg,col008_meridianpolice_174,objects/col008_meridianpolice_174.jpg,objects/small/col008_meridianpolice_174_sm.jpg,objects/thumbs/col008_meridianpolice_174_th.jpg
col008_mp_182,Boise Police Reserve Sergeant Badge,Boise Police Department,2007,"Boise Police Reserve Sergeant badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_175.jpg,col008_meridianpolice_175,objects/col008_meridianpolice_175.jpg,objects/small/col008_meridianpolice_175_sm.jpg,objects/thumbs/col008_meridianpolice_175_th.jpg
col008_mp_183,Boise Police Reserve Badge,Boise Police Department,2007,"Boise Police Reserve badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_176.jpg,col008_meridianpolice_176,objects/col008_meridianpolice_176.jpg,objects/small/col008_meridianpolice_176_sm.jpg,objects/thumbs/col008_meridianpolice_176_th.jpg
col008_mp_184,Boise Auxiliary Police Patrolman Badge,Boise Police Department,2007,"Boise Police Auxiliary Police Patrolman badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_177.jpg,col008_meridianpolice_177,objects/col008_meridianpolice_177.jpg,objects/small/col008_meridianpolice_177_sm.jpg,objects/thumbs/col008_meridianpolice_177_th.jpg
col008_mp_185,Boise Police Intern Badge,Boise Police Department,2007,"Boise Police Intern badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_178.jpg,col008_meridianpolice_178,objects/col008_meridianpolice_178.jpg,objects/small/col008_meridianpolice_178_sm.jpg,objects/thumbs/col008_meridianpolice_178_th.jpg
col008_mp_186,Boise Police Intern Badge,Boise Police Department,2007,"Boise Police Intern badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_179.jpg,col008_meridianpolice_179,objects/col008_meridianpolice_179.jpg,objects/small/col008_meridianpolice_179_sm.jpg,objects/thumbs/col008_meridianpolice_179_th.jpg
col008_mp_187,Boise Police Department Patch,Boise Police Department,2007,"Boise Police Department patch, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_180.jpg,col008_meridianpolice_180,objects/col008_meridianpolice_180.jpg,objects/small/col008_meridianpolice_180_sm.jpg,objects/thumbs/col008_meridianpolice_180_th.jpg
col008_mp_188,Garden City Police Officer Badge,Garden City Police Department,2007,"Garden City Police Officer badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_181.jpg,col008_meridianpolice_181,objects/col008_meridianpolice_181.jpg,objects/small/col008_meridianpolice_181_sm.jpg,objects/thumbs/col008_meridianpolice_181_th.jpg
col008_mp_189,Garden City Police Officer Badge,Garden City Police Department,2007,"Garden City Police Officer badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_182.jpg,col008_meridianpolice_182,objects/col008_meridianpolice_182.jpg,objects/small/col008_meridianpolice_182_sm.jpg,objects/thumbs/col008_meridianpolice_182_th.jpg
col008_mp_190,Garden City Police Officer Badge,Garden City Police Department,2007,"Garden City Police Officer badge, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_183.jpg,col008_meridianpolice_183,objects/col008_meridianpolice_183.jpg,objects/small/col008_meridianpolice_183_sm.jpg,objects/thumbs/col008_meridianpolice_183_th.jpg
col008_mp_191,Garden City Police Patch,Garden City Police Department,2007,"Garden City Police Officer patch, part of MPD's Idaho patch and badge collection circa 2007. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_184.jpg,col008_meridianpolice_184,objects/col008_meridianpolice_184.jpg,objects/small/col008_meridianpolice_184_sm.jpg,objects/thumbs/col008_meridianpolice_184_th.jpg
col008_mp_192,Nampa Police Detective Badge,Nampa Police Department,2011,"Nampa Police Detective badge, part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_185.jpg,col008_meridianpolice_185,objects/col008_meridianpolice_185.jpg,objects/small/col008_meridianpolice_185_sm.jpg,objects/thumbs/col008_meridianpolice_185_th.jpg
col008_mp_193,Nampa Police Sergeant Badge,Nampa Police Department,2011,"Nampa Police Sergeant badge, part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_186.jpg,col008_meridianpolice_186,objects/col008_meridianpolice_186.jpg,objects/small/col008_meridianpolice_186_sm.jpg,objects/thumbs/col008_meridianpolice_186_th.jpg
col008_mp_194,Nampa Police Corporal Badge,Nampa Police Department,2011,"Nampa Police Corporal badge, part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_187.jpg,col008_meridianpolice_187,objects/col008_meridianpolice_187.jpg,objects/small/col008_meridianpolice_187_sm.jpg,objects/thumbs/col008_meridianpolice_187_th.jpg
col008_mp_195,Nampa Police Special Investigations Unit Coin (Front & Back),Nampa Police Department,2011,"Nampa Police Special Investigations Unit coin (front & back), part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_188.jpg,col008_meridianpolice_188,objects/col008_meridianpolice_188.jpg,objects/small/col008_meridianpolice_188_sm.jpg,objects/thumbs/col008_meridianpolice_188_th.jpg
col008_mp_196,Nampa Police 120th Anniversary Coin (Front & Back),Nampa Police Department,2011,"Nampa Police 120th Anniversary coin (front & back), part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_189.jpg,col008_meridianpolice_189,objects/col008_meridianpolice_189.jpg,objects/small/col008_meridianpolice_189_sm.jpg,objects/thumbs/col008_meridianpolice_189_th.jpg
col008_mp_197,"Nampa Police Department Integreity, Honor, Respect Coin (Front)",Nampa Police Department,2011,"Nampa Police Department Integirity, Honor, Respect coin (front), part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_190.jpg,col008_meridianpolice_190,objects/col008_meridianpolice_190.jpg,objects/small/col008_meridianpolice_190_sm.jpg,objects/thumbs/col008_meridianpolice_190_th.jpg
col008_mp_198,"Nampa Police Department Integrity Honor, Respect Coin (Back)",Nampa Police Department,2011,"Nampa Police Integrity, Honor, Respect coin (back), part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_191.jpg,col008_meridianpolice_191,objects/col008_meridianpolice_191.jpg,objects/small/col008_meridianpolice_191_sm.jpg,objects/thumbs/col008_meridianpolice_191_th.jpg
col008_mp_199,Nampa Police Tactical Response Team Coin (Front),Nampa Police Department,2011,"Nampa Police Tactical Response Team coin (front), part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_192.jpg,col008_meridianpolice_192,objects/col008_meridianpolice_192.jpg,objects/small/col008_meridianpolice_192_sm.jpg,objects/thumbs/col008_meridianpolice_192_th.jpg
col008_mp_200,Nampa Police Tactical Response Team Coin (Back),Nampa Police Department,2011,"Nampa Police Tactical Response Team coin (back), part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_193.jpg,col008_meridianpolice_193,objects/col008_meridianpolice_193.jpg,objects/small/col008_meridianpolice_193_sm.jpg,objects/thumbs/col008_meridianpolice_193_th.jpg
col008_mp_201,Nampa Police Department Patch,Nampa Police Department,2011,"Nampa Police Department patch, part of MPD's Idaho patch and badge collection circa 2011. The patch and badge collection hangs on the MPD meeting room wall, and indicates the respect Meridian Police officers have for other police in the surrounding areas.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_194.jpg,col008_meridianpolice_194,objects/col008_meridianpolice_194.jpg,objects/small/col008_meridianpolice_194_sm.jpg,objects/thumbs/col008_meridianpolice_194_th.jpg
col008_mp_202,Meridian Police Traffic Accident Statistics 1977-September 1989 Part 1,Meridian Police Department,1989-01,"Meridian Police Traffic Accident Statistics 1977-September 1989 Part 1 covers from January 1989-September 1989 and then from January 1988 to February 1988. The statistics binder progresses chronologically from newsest year to oldest (so from 1989 down to 1977). Binder details the location of the traffic accident, the violation that caused the accident, the date and time of the accident, and some of the years track property damage and personal injury values as a result. There is no personal names of those at fault, or the officer doing the response. These are merely statistics. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mpdtrafficaccident_1977-1989_part1.pdf,col008_mpdtrafficaccident_1977-1989_part1,objects/col008_mpdtrafficaccident_1977-1989_part1.pdf,objects/small/col008_mpdtrafficaccident_1977-1989_part1_sm.jpg,objects/thumbs/col008_mpdtrafficaccident_1977-1989_part1_th.jpg
col008_mp_203,Meridian Police Traffic Accident Statistics 1977-September 1989 Part 2,Meridian Police Department,1988-02,"Meridian Police Traffic Accident Statistics 1977-September 1989 Part 2 covers from February 1988 (continued from part 1) to January 1987. The statistics binder progresses chronologically from newsest year to oldest (so from 1989 down to 1977). Binder details the location of the traffic accident, the violation that caused the accident, the date and time of the accident, and some of the years track property damage and personal injury values as a result. There is no personal names of those at fault, or the officer doing the response. These are merely statistics. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mpdtrafficaccident_1977-1989_part2.pdf,col008_mpdtrafficaccident_1977-1989_part2,objects/col008_mpdtrafficaccident_1977-1989_part2.pdf,objects/small/col008_mpdtrafficaccident_1977-1989_part2_sm.jpg,objects/thumbs/col008_mpdtrafficaccident_1977-1989_part2_th.jpg
